"ID","latitude","longitude","cluster"
156,41.994993,-87.6573581,2
157,41.994993,-87.6573581,2
158,41.99455261,-87.65718967,2
159,41.99455261,-87.65718967,2
160,41.99455261,-87.65718967,2
161,41.99455261,-87.65718967,2
162,41.79953523,-87.59260476,2
163,41.79953523,-87.59260476,2
164,41.79953523,-87.59260476,2
165,41.79953523,-87.59260476,2
166,41.79953523,-87.59260476,2
167,41.79953523,-87.59260476,2
168,41.79953523,-87.59260476,2
169,41.7808319,-87.688915,2
170,41.7808319,-87.688915,2
171,41.75743866,-87.56598663,2
172,41.75743866,-87.56598663,2
173,41.76700211,-87.57422638,2
174,41.76700211,-87.57422638,2
175,41.76700211,-87.57422638,2
176,41.76700211,-87.57422638,2
177,41.93950765,-87.63953,2
178,41.93950765,-87.63953,2
179,41.93950765,-87.63953,2
180,41.93950765,-87.63953,2
181,41.93950765,-87.63953,2
182,41.93950765,-87.63953,2
183,41.93950765,-87.63953,2
184,41.93950765,-87.63953,6
185,41.93950765,-87.63953,6
186,41.93950765,-87.63953,6
187,41.93950765,-87.63953,6
188,41.93950765,-87.63953,6
189,41.93950765,-87.63953,6
190,41.93950765,-87.63953,6
191,41.93950765,-87.63953,6
192,41.93950765,-87.63953,2
193,41.93950765,-87.63953,2
194,41.93950765,-87.63953,2
195,41.93950765,-87.63953,2
196,41.93950765,-87.63953,2
197,41.93950765,-87.63953,2
198,41.93950765,-87.63953,2
199,41.93950765,-87.63953,2
200,41.93950765,-87.63953,2
201,41.93950765,-87.63953,2
202,41.93950765,-87.63953,2
203,41.93950765,-87.63953,2
204,41.748062,-87.613967,2
205,41.74310759,-87.60383382,2
206,41.746597,-87.661767,2
207,41.746597,-87.661767,2
208,41.746597,-87.661767,2
209,41.746597,-87.661767,2
210,41.77101128,-87.61964947,2
211,41.77101128,-87.61964947,2
212,41.77101128,-87.61964947,2
213,41.77101128,-87.61964947,2
214,41.77101128,-87.61964947,2
215,41.77101128,-87.61964947,2
216,41.77101128,-87.61964947,2
217,41.77101128,-87.61964947,2
218,41.752173,-87.649271,2
219,41.76608658,-87.62217712,6
220,41.76608658,-87.62217712,6
221,41.76608658,-87.62217712,2
222,41.7660078,-87.62219,2
223,41.730322,-87.555092,2
224,41.74394444,-87.6584778,2
225,41.74394444,-87.6584778,2
226,41.74394444,-87.6584778,2
227,41.885505,-87.625793,2
228,41.885505,-87.625793,2
229,41.885505,-87.625793,2
230,41.885505,-87.625793,2
231,41.885505,-87.625793,2
232,41.885505,-87.625793,2
233,41.885505,-87.625793,6
234,41.885505,-87.625793,6
235,41.885505,-87.625793,6
236,41.885505,-87.625793,6
237,41.885505,-87.625793,6
238,41.885505,-87.625793,6
239,41.885505,-87.625793,6
240,41.885505,-87.625793,6
241,41.885505,-87.625793,6
242,41.885505,-87.625793,2
243,41.885505,-87.625793,2
244,41.885505,-87.625793,2
245,41.885505,-87.625793,2
246,41.885505,-87.625793,2
247,41.885505,-87.625793,2
248,41.885505,-87.625793,6
249,41.885505,-87.625793,6
250,41.885505,-87.625793,6
251,41.885505,-87.625793,6
252,41.8855742,-87.625901,6
253,41.8855742,-87.625901,6
254,41.8855742,-87.625901,6
255,41.8855742,-87.625901,6
256,41.8855742,-87.625901,6
257,41.8855742,-87.625901,6
258,41.8855742,-87.625901,2
259,41.8855742,-87.625901,6
260,41.8855742,-87.625901,6
261,41.8855742,-87.625901,6
262,41.8855742,-87.625901,6
263,41.8855742,-87.625901,2
264,41.8855742,-87.625901,2
265,41.8855742,-87.625901,2
266,41.885505,-87.625793,2
267,41.885505,-87.625793,2
268,41.885505,-87.625793,2
269,41.885505,-87.625793,2
270,41.885505,-87.625793,2
271,41.885505,-87.625793,2
272,41.7604332,-87.57518005,2
273,41.7604332,-87.57518005,2
274,41.7604332,-87.57518005,2
275,41.52669144,-88.08055878,2
276,41.52669144,-88.08055878,2
277,41.52669144,-88.08055878,2
278,41.52669144,-88.08055878,2
279,42.0010493,-87.6648263,2
280,42.0010493,-87.6648263,2
281,41.9080909,-87.6264326,2
282,41.9080909,-87.6264326,2
283,41.89828873,-87.61849976,6
284,41.89828873,-87.61849976,6
285,41.89828873,-87.61849976,6
286,41.89828873,-87.61849976,6
287,41.89828873,-87.61849976,6
288,41.89828873,-87.61849976,6
289,41.89828873,-87.61849976,6
290,41.89828873,-87.61849976,6
291,41.89828873,-87.61849976,6
292,41.89828873,-87.61849976,6
293,41.89828873,-87.61849976,6
294,41.89828873,-87.61849976,6
295,41.89828873,-87.61849976,6
296,41.89828873,-87.61849976,6
297,41.89828873,-87.61849976,6
298,41.89828873,-87.61849976,6
299,41.89828873,-87.61849976,6
300,41.89828873,-87.61849976,6
301,41.89828873,-87.61849976,6
302,41.89828873,-87.61849976,6
303,41.89828873,-87.61849976,6
304,41.89828873,-87.61849976,6
305,41.89828873,-87.61849976,6
306,41.89828873,-87.61849976,6
307,41.89828873,-87.61849976,6
308,41.89828873,-87.61849976,6
309,41.89828873,-87.61849976,6
310,41.89828873,-87.61849976,6
311,41.89828873,-87.61849976,6
312,41.89828873,-87.61849976,6
313,41.89828873,-87.61849976,6
314,41.89828873,-87.61849976,6
315,41.89828873,-87.61849976,6
316,41.89828873,-87.61849976,6
317,41.89828873,-87.61849976,6
318,41.89828873,-87.61849976,6
319,41.89828873,-87.61849976,6
320,41.89828873,-87.61849976,6
321,41.89828873,-87.61849976,6
322,41.89828873,-87.61849976,6
323,41.89828873,-87.61849976,6
324,41.89828873,-87.61849976,6
325,41.89828873,-87.61849976,6
326,41.89828873,-87.61849976,6
327,41.89828873,-87.61849976,6
328,41.89828873,-87.61849976,6
329,41.89828873,-87.61849976,6
330,41.89828873,-87.61849976,6
331,41.89828873,-87.61849976,6
332,41.89828873,-87.61849976,6
333,41.89828873,-87.61849976,6
334,41.89828873,-87.61849976,6
335,41.89828873,-87.61849976,6
336,41.89828873,-87.61849976,6
337,41.89828873,-87.61849976,6
338,41.89828873,-87.61849976,6
339,41.89828873,-87.61849976,6
340,41.89828873,-87.61849976,6
341,41.89828873,-87.61849976,6
342,41.89828873,-87.61849976,6
343,41.89828873,-87.61849976,6
344,41.89828873,-87.61849976,6
345,41.89828873,-87.61849976,6
346,41.89828873,-87.61849976,6
347,41.89828873,-87.61849976,6
348,41.8982108,-87.618515,6
349,41.8982108,-87.618515,6
350,41.8982108,-87.618515,6
351,41.8982108,-87.618515,6
352,41.8982108,-87.618515,6
353,41.8982108,-87.618515,6
354,41.8982108,-87.618515,6
355,41.8982108,-87.618515,6
356,41.8982108,-87.618515,6
357,41.8982108,-87.618515,6
358,41.8982108,-87.618515,6
359,41.8982108,-87.618515,6
360,41.8982108,-87.618515,6
361,41.8982108,-87.618515,6
362,41.752403,-87.6588393,6
363,41.752403,-87.6588393,6
364,41.7535286,-87.58477783,6
365,41.7535286,-87.58477783,6
366,41.7535286,-87.58477783,6
367,41.7535286,-87.58477783,6
368,41.7535286,-87.58477783,6
369,41.7535286,-87.58477783,6
370,41.7535286,-87.58477783,6
371,41.7535286,-87.58477783,6
372,41.7535286,-87.58477783,6
373,41.7535286,-87.58477783,6
374,41.7535286,-87.58477783,6
375,41.7535286,-87.58477783,6
376,41.75867844,-87.57077026,6
377,41.75867844,-87.57077026,6
378,41.75867844,-87.57077026,6
379,41.67711116,-87.63229474,6
380,41.67711116,-87.63229474,6
381,41.6768309,-87.6326104,6
382,41.75708927,-88.31658795,6
383,41.75708927,-88.31658795,6
384,41.75708927,-88.31658795,6
385,41.75708927,-88.31658795,6
386,41.75708927,-88.31658795,6
387,41.75708927,-88.31658795,6
388,41.75708927,-88.31658795,6
389,41.75708927,-88.31658795,6
390,41.75708927,-88.31658795,6
391,41.75708927,-88.31658795,6
392,41.75708927,-88.31658795,6
393,41.75708927,-88.31658795,6
394,41.75708927,-88.31658795,6
395,41.7581429,-88.315389,6
396,41.7581429,-88.315389,6
397,41.7581429,-88.315389,6
398,41.90102,-87.626785,6
399,41.90102,-87.626785,6
400,41.90102,-87.626785,6
401,41.90102,-87.626785,6
402,41.90102,-87.626785,6
403,41.90102,-87.626785,6
404,41.90102,-87.626785,6
405,41.90102,-87.626785,6
406,41.90102,-87.626785,6
407,41.95811844,-87.65084839,6
408,41.95811844,-87.65084839,6
409,41.95811844,-87.65084839,6
410,41.95811844,-87.65084839,6
411,41.96463776,-87.66139984,6
412,41.96463776,-87.66139984,6
413,41.96463776,-87.66139984,6
414,41.96463776,-87.66139984,6
415,41.96463776,-87.66139984,6
416,41.763732,-87.560859,6
417,41.763732,-87.560859,6
418,41.763732,-87.560859,6
419,41.90245438,-87.6295166,6
420,41.90245438,-87.6295166,6
421,41.90245438,-87.6295166,6
422,41.74873352,-87.66301727,6
423,41.74873352,-87.66301727,6
424,41.7487196,-87.6629875,6
425,41.771975,-87.5761,6
426,41.771975,-87.5761,6
427,41.771975,-87.5761,6
428,41.771975,-87.5761,6
429,41.97265103,-87.66434513,6
430,41.97265103,-87.66434513,6
431,41.97265103,-87.66434513,6
432,41.97265103,-87.66434513,6
433,41.97265103,-87.66434513,6
434,41.97265103,-87.66434513,6
435,41.97265103,-87.66434513,2
436,41.9728117,-87.6638809,2
437,41.8078214,-87.6183186,2
438,41.76149368,-87.63420105,2
439,41.76149368,-87.63420105,2
440,41.76149368,-87.63420105,2
441,41.76149368,-87.63420105,2
442,41.97477341,-87.65538025,2
443,41.97477341,-87.65538025,2
444,41.97477341,-87.65538025,2
445,41.97477341,-87.65538025,2
446,41.90207291,-87.63035584,2
447,41.90207291,-87.63035584,2
448,41.90207291,-87.63035584,2
449,41.90207291,-87.63035584,2
450,41.90207291,-87.63035584,2
451,41.90207291,-87.63035584,2
452,41.90207291,-87.63035584,2
453,41.90207291,-87.63035584,2
454,41.90207291,-87.63035584,2
455,41.90207291,-87.63035584,6
456,41.90207291,-87.63035584,6
457,41.90207291,-87.63035584,6
458,41.90207291,-87.63035584,6
459,41.90207291,-87.63035584,6
460,41.90207291,-87.63035584,6
461,41.90207291,-87.63035584,6
462,41.90207291,-87.63035584,6
463,41.9020565,-87.6301953,6
464,41.9020565,-87.6301953,6
465,41.9020565,-87.6301953,6
466,41.9020565,-87.6301953,6
467,41.9020565,-87.6301953,6
468,41.9020565,-87.6301953,6
469,41.9020565,-87.6301953,6
470,41.9020565,-87.6301953,6
471,41.9020565,-87.6301953,6
472,41.9020565,-87.6301953,6
473,41.9020565,-87.6301953,6
474,41.9020565,-87.6301953,6
475,41.9020565,-87.6301953,4
476,41.9020565,-87.6301953,4
477,41.9333573,-87.764195,4
478,41.7491047,-87.6673149,4
479,41.7491047,-87.6673149,4
480,41.73208618,-87.55170441,4
481,41.73208618,-87.55170441,4
482,41.73208618,-87.55170441,4
483,41.73208618,-87.55170441,4
484,41.73208618,-87.55170441,4
485,41.73208618,-87.55170441,4
486,41.73208618,-87.55170441,4
487,41.73208618,-87.55170441,4
488,41.73208618,-87.55170441,4
489,41.73208618,-87.55170441,4
490,41.73208618,-87.55170441,4
491,41.73208618,-87.55170441,4
492,41.73208618,-87.55170441,4
493,41.73208618,-87.55170441,4
494,41.73208618,-87.55170441,4
495,41.73208618,-87.55170441,4
496,41.73208618,-87.55170441,4
497,41.73208618,-87.55170441,4
498,41.73208618,-87.55170441,4
499,41.7620169,-87.5762269,4
500,41.76192127,-87.57626407,4
501,41.76192127,-87.57626407,4
502,41.76192127,-87.57626407,4
503,41.76192127,-87.57626407,4
504,41.76192127,-87.57626407,4
505,41.48675144,-87.67466225,4
506,41.48675144,-87.67466225,4
507,41.48675144,-87.67466225,4
508,41.48675144,-87.67466225,4
509,41.48675144,-87.67466225,4
510,41.48675144,-87.67466225,4
511,41.89042524,-87.95644641,4
512,41.89042524,-87.95644641,4
513,41.89042524,-87.95644641,4
514,41.89042524,-87.95644641,4
515,41.89042524,-87.95644641,4
516,41.89042524,-87.95644641,4
517,41.93525314,-87.63891602,4
518,41.93525314,-87.63891602,4
519,41.93525314,-87.63891602,4
520,41.93525314,-87.63891602,4
521,41.93525314,-87.63891602,4
522,41.93525314,-87.63891602,4
523,41.9352427,-87.6389131,4
524,41.9352427,-87.6389131,4
525,41.9352427,-87.6389131,4
526,41.9352427,-87.6389131,4
527,41.89818621,-87.93504708,4
528,41.89818621,-87.93504708,4
529,41.90716691,-87.62565292,4
530,41.90716691,-87.62565292,4
531,41.90716691,-87.62565292,4
532,41.90716691,-87.62565292,4
533,41.90716691,-87.62565292,4
534,41.90716691,-87.62565292,4
535,41.90716691,-87.62565292,4
536,41.90716691,-87.62565292,4
537,41.90716691,-87.62565292,4
538,41.90716691,-87.62565292,4
539,41.90716691,-87.62565292,4
540,41.90716691,-87.62565292,4
541,41.90716691,-87.62565292,4
542,41.90716691,-87.62565292,4
543,41.9070935,-87.62641,4
544,41.9070935,-87.62641,4
545,41.9070935,-87.62641,4
546,41.9070935,-87.62641,4
547,41.9070935,-87.62641,4
548,41.9070935,-87.62641,4
549,41.9070935,-87.62641,4
550,41.9070935,-87.62641,4
551,41.9070935,-87.62641,4
552,41.9070935,-87.62641,4
553,41.9070935,-87.62641,4
554,41.9070935,-87.62641,4
555,41.9070935,-87.62641,4
556,41.9070935,-87.62641,6
557,41.9070935,-87.62641,6
558,41.9070935,-87.62641,6
559,41.9070935,-87.62641,6
560,41.9070935,-87.62641,6
561,41.9070935,-87.62641,6
562,41.9070935,-87.62641,6
563,41.9070935,-87.62641,6
564,41.9070935,-87.62641,6
565,41.9070935,-87.62641,6
566,41.9070935,-87.62641,6
567,41.9070935,-87.62641,6
568,41.8349078,-87.6141692,6
569,41.8349078,-87.6141692,6
570,41.8349078,-87.6141692,6
571,41.8349078,-87.6141692,6
572,41.8349078,-87.6141692,6
573,41.8349078,-87.6141692,6
574,41.8349078,-87.6141692,6
575,41.8349078,-87.6141692,2
576,41.8349078,-87.6141692,2
577,41.8349078,-87.6141692,2
578,41.8349078,-87.6141692,2
579,41.8349078,-87.6141692,2
580,41.8349078,-87.6141692,6
581,41.8349078,-87.6141692,6
582,41.8349078,-87.6141692,6
583,41.8349078,-87.6141692,6
584,41.8349078,-87.6141692,6
585,41.8349078,-87.6141692,6
586,41.8349078,-87.6141692,2
587,41.8349078,-87.6141692,2
588,41.8349078,-87.6141692,2
589,41.8349078,-87.6141692,2
590,41.8349078,-87.6141692,6
591,41.8349078,-87.6141692,6
592,41.8349078,-87.6141692,6
593,41.8349078,-87.6141692,6
594,41.8349078,-87.6141692,6
595,41.8349078,-87.6141692,6
596,41.8349078,-87.6141692,6
597,41.8349078,-87.6141692,6
598,41.8349078,-87.6141692,2
599,41.8349078,-87.6141692,2
600,41.83471777,-87.61402152,2
601,41.83471777,-87.61402152,2
602,41.83471777,-87.61402152,2
603,41.83471777,-87.61402152,2
604,41.83471777,-87.61402152,2
605,41.83471777,-87.61402152,6
606,41.83471777,-87.61402152,6
607,41.83471777,-87.61402152,6
608,41.83471777,-87.61402152,6
609,41.83471777,-87.61402152,6
610,41.83471777,-87.61402152,6
611,41.83471777,-87.61402152,2
612,41.83471777,-87.61402152,2
613,41.83471777,-87.61402152,2
614,41.83471777,-87.61402152,2
615,41.83471777,-87.61402152,6
616,41.83471777,-87.61402152,6
617,41.83471777,-87.61402152,6
618,41.83471777,-87.61402152,6
619,41.83471777,-87.61402152,6
620,41.83471777,-87.61402152,6
621,41.83471777,-87.61402152,6
622,41.83471777,-87.61402152,6
623,41.83471777,-87.61402152,2
624,41.83471777,-87.61402152,2
625,41.83471777,-87.61402152,2
626,41.83471777,-87.61402152,2
627,41.83471777,-87.61402152,6
628,41.83471777,-87.61402152,6
629,41.83471777,-87.61402152,6
630,41.83471777,-87.61402152,6
631,41.83471777,-87.61402152,6
632,41.83471777,-87.61402152,6
633,41.8349078,-87.6141692,6
634,41.8349078,-87.6141692,6
635,41.8349078,-87.6141692,6
636,41.8349078,-87.6141692,6
637,41.8349078,-87.6141692,6
638,41.8349078,-87.6141692,6
639,41.8349078,-87.6141692,6
640,41.8349078,-87.6141692,6
641,41.8349078,-87.6141692,6
642,41.8349078,-87.6141692,6
643,41.8349078,-87.6141692,6
644,41.8349078,-87.6141692,2
645,41.8349078,-87.6141692,2
646,41.8349078,-87.6141692,2
647,41.8349078,-87.6141692,2
648,41.8349078,-87.6141692,2
649,41.8349078,-87.6141692,2
650,41.8349078,-87.6141692,2
651,41.8349078,-87.6141692,2
652,41.8349078,-87.6141692,6
653,41.8349078,-87.6141692,6
654,41.8349078,-87.6141692,6
655,41.8349078,-87.6141692,6
656,41.8349078,-87.6141692,6
657,41.8349078,-87.6141692,6
658,41.8349078,-87.6141692,6
659,41.8349078,-87.6141692,6
660,41.8349078,-87.6141692,2
661,41.8349078,-87.6141692,2
662,41.8349078,-87.6141692,2
663,41.8349078,-87.6141692,2
664,41.8427711,-87.86840357,2
665,41.8427711,-87.86840357,2
666,41.8427711,-87.86840357,2
667,41.8427711,-87.86840357,2
668,41.8427711,-87.86840357,2
669,41.79494858,-87.99504089,6
670,41.743683,-87.601701,6
671,42.05685765,-88.25572729,6
672,42.05685765,-88.25572729,6
673,42.05685765,-88.25572729,6
674,42.05685765,-88.25572729,6
675,42.05685765,-88.25572729,6
676,42.05685765,-88.25572729,6
677,42.05685765,-88.25572729,6
678,42.05685765,-88.25572729,6
679,42.05685765,-88.25572729,6
680,42.05685765,-88.25572729,6
681,42.05685765,-88.25572729,6
682,42.05685765,-88.25572729,6
683,42.05685765,-88.25572729,6
684,42.05685765,-88.25572729,6
685,42.05685765,-88.25572729,6
686,42.05685765,-88.25572729,6
687,42.05685765,-88.25572729,6
688,42.05685765,-88.25572729,6
689,42.05685765,-88.25572729,6
690,42.05685765,-88.25572729,6
691,42.05685765,-88.25572729,6
692,42.05685765,-88.25572729,6
693,42.05685765,-88.25572729,6
694,42.05685765,-88.25572729,6
695,42.05685765,-88.25572729,6
696,42.05685765,-88.25572729,6
697,42.05685765,-88.25572729,6
698,42.05685765,-88.25572729,6
699,42.05685765,-88.25572729,6
700,42.05685765,-88.25572729,6
701,42.05685765,-88.25572729,6
702,42.05685765,-88.25572729,6
703,42.05685765,-88.25572729,6
704,42.05685765,-88.25572729,6
705,42.05685765,-88.25572729,6
706,42.05685765,-88.25572729,6
707,42.05685765,-88.25572729,6
708,42.05685765,-88.25572729,6
709,42.05685765,-88.25572729,6
710,42.05685765,-88.25572729,6
711,42.05685765,-88.25572729,6
712,42.05685765,-88.25572729,6
713,42.05685765,-88.25572729,6
714,42.05685765,-88.25572729,6
715,42.05685765,-88.25572729,6
716,42.05685765,-88.25572729,6
717,42.05685765,-88.25572729,2
718,42.05685765,-88.25572729,2
719,42.05685765,-88.25572729,2
720,42.05685765,-88.25572729,2
721,42.05685765,-88.25572729,2
722,42.05685765,-88.25572729,2
723,42.05685765,-88.25572729,6
724,42.05685765,-88.25572729,6
725,42.05685765,-88.25572729,6
726,42.05685765,-88.25572729,6
727,42.05685765,-88.25572729,6
728,42.05685765,-88.25572729,6
729,42.05685765,-88.25572729,6
730,42.05685765,-88.25572729,6
731,42.05685765,-88.25572729,6
732,42.05685765,-88.25572729,6
733,42.05685765,-88.25572729,6
734,42.05685765,-88.25572729,6
735,42.05685765,-88.25572729,6
736,42.05685765,-88.25572729,6
737,42.05685765,-88.25572729,6
738,42.05685765,-88.25572729,6
739,42.05685765,-88.25572729,6
740,42.05685765,-88.25572729,6
741,42.05685765,-88.25572729,4
742,42.05685765,-88.25572729,6
743,42.05685765,-88.25572729,6
744,42.05685765,-88.25572729,6
745,42.05685765,-88.25572729,6
746,42.05685765,-88.25572729,4
747,42.0575347,-88.2559984,6
748,42.0575347,-88.2559984,6
749,42.0575347,-88.2559984,6
750,42.0575347,-88.2559984,6
751,42.0575347,-88.2559984,6
752,42.0575347,-88.2559984,6
753,42.0575347,-88.2559984,6
754,42.0575347,-88.2559984,6
755,42.0575347,-88.2559984,4
756,42.0575347,-88.2559984,4
757,42.0575347,-88.2559984,2
758,42.0575347,-88.2559984,2
759,42.0575347,-88.2559984,2
760,42.0575347,-88.2559984,2
761,42.0575347,-88.2559984,6
762,42.0575347,-88.2559984,6
763,42.0575347,-88.2559984,6
764,42.0575347,-88.2559984,4
765,42.0575347,-88.2559984,6
766,42.0575347,-88.2559984,4
767,42.0575347,-88.2559984,6
768,41.719974,-87.730728,6
769,42.03040168,-87.93681063,6
770,42.03040168,-87.93681063,4
771,42.0305891,-87.9362106,6
772,42.0305891,-87.9362106,6
773,42.062966,-88.032649,6
774,42.062966,-88.032649,6
775,42.062966,-88.032649,6
776,42.062966,-88.032649,4
777,42.062966,-88.032649,6
778,42.062966,-88.032649,6
779,42.062966,-88.032649,6
780,42.062966,-88.032649,6
781,42.062966,-88.032649,6
782,42.062966,-88.032649,6
783,42.060878,-88.033157,6
784,42.060878,-88.033157,6
785,42.060878,-88.033157,6
786,42.060878,-88.033157,6
787,42.060878,-88.033157,6
788,42.060878,-88.033157,6
789,42.060878,-88.033157,6
790,42.060878,-88.033157,6
791,42.060878,-88.033157,6
792,42.060878,-88.033157,4
793,42.060878,-88.033157,6
794,42.060878,-88.033157,6
795,42.060878,-88.033157,4
796,42.060878,-88.033157,6
797,42.060878,-88.033157,6
798,42.060878,-88.033157,6
799,42.060878,-88.033157,6
800,42.060878,-88.033157,6
801,42.060878,-88.033157,6
802,42.060878,-88.033157,6
803,42.060878,-88.033157,6
804,42.060878,-88.033157,6
805,42.060878,-88.033157,2
806,42.060878,-88.033157,2
807,42.060878,-88.033157,2
808,42.060878,-88.033157,2
809,42.060878,-88.033157,2
810,42.060878,-88.033157,2
811,42.060878,-88.033157,2
812,42.060878,-88.033157,2
813,42.060878,-88.033157,2
814,42.060878,-88.033157,2
815,42.060878,-88.033157,2
816,42.060878,-88.033157,2
817,42.060878,-88.033157,2
818,42.060878,-88.033157,2
819,42.060878,-88.033157,2
820,42.060878,-88.033157,6
821,42.060878,-88.033157,6
822,42.060878,-88.033157,6
823,42.060878,-88.033157,6
824,42.060878,-88.033157,6
825,42.060878,-88.033157,4
826,42.060878,-88.033157,6
827,42.060878,-88.033157,6
828,42.060878,-88.033157,6
829,42.060878,-88.033157,6
830,42.060878,-88.033157,6
831,42.060878,-88.033157,6
832,42.060878,-88.033157,6
833,42.060878,-88.033157,6
834,42.060878,-88.033157,4
835,42.060878,-88.033157,6
836,42.060878,-88.033157,2
837,42.060878,-88.033157,2
838,42.060878,-88.033157,2
839,42.060878,-88.033157,2
840,42.060878,-88.033157,2
841,42.060878,-88.033157,2
